10.058,0.352,0.05,21.08,0
9.986,0.4,0.045,20.43,0
9.408,0.352,0.029,20.35,0
9.069,0.767,0.031,20.43,0
6.143,1.989,0.06,36.58,0
5.915,1.824,-0.015,36.41,0
4.914,1.469,-0.003,36.16,0
2.177,1.29,-0.242,36.08,0
5.72,2.47,-0.02,35.09,0
11.014,1.29,-0.159,30.33,0
8.402,1.602,-0.075,32.48,0
9.414,1.235,-0.015,33.78,0
7.183,0.873,-0.035,34.84,0
8.202,2.366,-0.038,35.42,0
9.087,1.039,-0.077,35,0
8.207,1.039,-0.054,35.33,0
9.734,1.183,-0.064,35.5,0
10.728,1.183,-0.03,35.25,0
10.145,0.912,-0.111,35.17,0
10.721,1.602,-0.101,35.09,0
10.834,0.912,-0.031,34.84,0
10.595,0.995,-0.021,34.92,0
10.749,0.836,-0.095,34.84,0
11.072,0.873,-0.071,34.43,0
10.463,1.039,-0.048,34.19,0
10.415,0.912,-0.061,34.02,0
9.947,0.836,-0.014,33.94,0
10.078,0.952,-0.124,33.7,0
9.207,1.039,-0.092,33.62,0
8.806,1.039,-0.066,33.53,0
10.192,1.039,-0.112,33.29,0
9.973,0.735,-0.108,32.97,0
9.953,0.592,-0.042,29.62,0
10.602,0.645,-0.142,29.7,0
10.616,0.735,-0.106,30.17,0
10.92,0.801,-0.091,30.96,0
11.301,0.912,-0.097,31.52,0
9.722,1.085,0.054,32.64,0
9.657,0.912,-0.07,32.64,0
9.519,0.912,-0.01,33.78,0
8.506,1.133,0.113,34.59,0
8.523,1.133,0.118,34.76,0
8.698,0.952,0.153,34.59,0
8.342,1.085,0.091,34.59,0
8.277,1.183,-0.018,34.68,0
9.365,1.29,-0.007,35.25,0
8.202,1.534,-0.016,35.58,0
9.261,1.085,0.036,35.5,0
7.964,1.989,0.049,35.83,0
8.342,1.824,0.183,35.91,0
8.501,1.348,0.135,35.83,0
6.886,1.407,0.05,35.75,0
7.897,1.672,-0.012,35.75,0
7.401,1.989,0.043,35.99,0
7.338,1.407,0.019,36.33,0
7.996,1.469,0.013,36.41,0
6.953,1.824,0.113,36.58,0
7.468,1.469,0.023,36.74,0
6.506,1.672,0.028,37.08,0
6.316,1.29,0.116,37.33,0
8.545,0.456,-0.085,23.36,0
10.145,0.542,-0.084,23.51,0
10.326,0.352,-0.095,23.58,0
9.519,0.456,-0.08,23.51,0
9.377,0.566,-0.108,23.36,0
10.071,0.519,-0.11,22.84,0
9.914,0.519,-0.074,22.18,0
10.721,0.497,-0.079,21.96,0
10.749,0.384,-0.102,22.18,0
10.756,0.418,-0.095,22.25,0
10.006,0.497,-0.068,22.4,0
9.255,0.497,-0.056,22.62,0
9.519,0.476,-0.029,22.77,0
9.081,0.566,-0.017,22.91,0
7.862,0.735,-0.011,23.14,0
8.325,0.592,-0.035,23.36,0
8.568,0.592,-0.015,23.81,0
7.347,0.735,-0.044,24.33,0
7.699,0.912,-0.01,24.78,0
6.702,0.801,0.013,25.76,0
7.449,0.952,-0.015,26.68,0
7.694,0.767,-0.03,26.83,0
7.704,0.912,0.015,26.98,0
7.816,0.952,-0.021,27.91,0
7.704,0.704,0.02,28.76,0
7.319,0.767,0.025,28.68,0
7.385,0.674,0.027,28.53,0
8.218,0.735,-0.098,28.76,0
9.551,0.497,-0.253,26.14,0
9.513,0.618,-0.233,25.91,0
9.42,0.592,-0.21,25.91,0
9.219,0.566,-0.216,25.84,0
9.243,0.542,-0.21,25.76,0
10.326,0.836,-0.22,25.84,0
9.966,0.801,-0.256,25.99,0
9.999,0.767,-0.271,25.53,0
10.812,0.801,-0.243,25.46,0
10.505,0.735,-0.21,25.46,0
10.139,0.592,-0.268,25.23,0
9.843,0.645,-0.218,24.93,0
9.85,0.674,-0.271,24.78,0
9.722,0.674,-0.259,24.55,0
9.927,0.645,-0.268,24.33,0
9.329,0.674,-0.194,24.18,0
9.099,0.592,-0.212,24.1,0
8.898,0.618,-0.224,24.03,0
9.034,0.735,-0.203,23.95,0
9.439,0.735,-0.223,23.95,0
9.818,0.674,-0.249,23.81,0
9.98,0.566,-0.188,23.51,0
10.47,0.618,-0.224,23.21,0
10.47,0.519,-0.174,22.99,0
10.519,0.497,-0.146,22.84,0
10.34,0.704,-0.13,22.77,0
9.895,0.618,-0.133,22.69,0
9.837,0.566,-0.137,22.54,0
12.997,1.348,-0.206,34.92,0
12.287,1.133,-0.14,35.17,0
13.075,1.348,-0.163,34.59,0
14.035,1.348,-0.106,33.78,0
13.56,1.672,-0.063,32.97,0
13.241,1.29,-0.077,32.24,0
12.861,1.235,-0.012,31.52,0
12.46,0.873,-0.083,31.04,0
12.802,1.29,-0.037,30.65,0
12.633,1.085,-0.078,29.86,0
11.679,1.235,-0.057,29.23,0
12.183,1.348,-0.104,29,0
10.442,0.767,-0.069,28.92,0
9.76,0.704,-0.129,28.61,0
10.212,0.704,-0.16,28.14,0
10.105,1.039,-0.158,27.68,0
10.553,0.674,-0.247,27.6,0
10.812,0.836,-0.177,27.75,0
11.204,0.674,-0.194,27.83,0
11.108,0.735,-0.244,27.75,0
11.556,0.801,-0.211,27.68,0
12.047,0.912,-0.118,27.44,0
11.772,0.995,-0.097,27.6,0
11.803,1.039,-0.185,27.68,0
13.241,1.133,-0.05,27.68,0
13.293,0.952,-0.105,27.52,0
12.785,0.912,-0.088,27.29,0
12.733,0.912,-0.072,27.06,0
10.132,1.747,-0.172,34.27,0
9.947,1.235,-0.141,34.43,0
10.421,1.602,0.014,34.51,0
10.272,1.747,-0.073,34.92,0
10.856,1.602,-0.104,35.33,0
10.784,1.469,-0.081,35.17,0
10.602,1.469,-0.206,35.09,0
10.159,1.235,-0.05,35.33,0
8.916,1.824,-0.044,35.5,0
10.574,1.469,-0.084,35.91,0
8.946,2.266,-0.056,36.08,0
10.827,1.602,-0.024,36.33,0
9.927,1.905,-0.028,36.33,0
9.188,1.602,-0.006,36.74,0
10.408,1.534,-0.096,36.83,0
9.779,1.534,-0.182,36.16,0
8.946,1.407,-0.08,36.83,0
9.657,2.077,-0.096,36.49,0
10.225,1.29,-0.092,37.08,0
9.42,1.602,0.085,37.58,0
11.353,1.672,-0.212,37.24,0
10.025,1.534,-0.083,36.74,0
11.975,2.266,-0.141,36.91,0
10.553,1.905,-0.077,37.24,0
11.36,1.534,-0.083,36.41,0
11.618,1.747,-0.025,37.24,0
9.953,1.824,-0.061,37.33,0
11.323,1.747,-0.113,37.16,0
10.685,0.704,-0.037,23.51,0
10.707,0.836,-0.058,24.25,0
10.581,0.735,-0.056,25.01,0
9.709,0.801,-0.108,25.69,0
9.895,0.912,-0.073,26.29,0
9.934,0.952,-0.074,27.06,0
9.557,0.912,-0.073,27.6,0
8.975,0.767,-0.009,28.14,0
8.142,0.704,-0.081,28.53,0
8.18,0.767,-0.131,29,0
7.045,0.735,-0.098,29.39,0
6.886,0.704,0.055,29.94,0
6.904,0.912,-0.123,30.17,0
6.46,0.767,0.02,30.33,0
6.958,0.912,-0.189,30.89,0
7.531,1.085,-0.132,31.44,0
7.585,1.039,-0.196,31.52,0
6.651,0.995,-0.153,31.6,0
6.728,0.735,-0.112,32.32,0
6.514,1.348,-0.162,32.32,0
5.915,1.469,-0.176,32.48,0
6.565,1.183,-0.05,33.13,0
7.164,0.995,-0.13,33.21,0
6.967,1.039,-0.162,33.29,0
6.655,1.085,-0.167,33.37,0
6.681,1.348,-0.066,34.02,0
7.012,1.348,-0.079,34.35,0
6.75,1.183,-0.095,34.43,0
10.546,0.367,-0.148,22.62,0
10.588,0.384,-0.134,22.32,0
10.588,0.384,-0.149,22.18,0
10.777,0.367,-0.139,21.96,0
9.316,1.348,-0.094,21.81,0
9.408,0.767,-0.07,21.44,0
10.199,0.437,-0.091,21.3,0
10.025,0.4,-0.089,21.37,0
9.588,0.352,-0.093,21.15,0
9.695,0.367,-0.122,21.01,0
9.811,0.384,-0.117,20.79,0
9.722,0.352,-0.102,20.86,0
9.495,0.367,-0.091,21.15,0
9.843,0.4,-0.105,21.3,0
9.728,0.476,-0.096,20.57,0
10.588,0.592,-0.092,21.01,0
10.643,0.476,-0.115,21.88,0
11.065,0.476,-0.145,21.96,0
11.587,0.418,-0.164,22.54,0
10.777,0.4,-0.19,22.32,0
10.82,0.418,-0.198,22.18,0
11.094,0.323,-0.183,22.25,0
10.935,0.674,-0.149,22.18,0
10.456,0.418,-0.153,22.1,0
10.205,0.323,-0.133,21.88,0
10.145,0.519,-0.145,21.81,0
11.316,0.4,-0.15,21.88,0
11.375,0.542,-0.145,22.18,0
4.621,0.476,-0.146,31.2,0
4.598,0.384,-0.144,30.33,0
4.075,0.271,-0.183,29.39,0
4.17,0.367,-0.191,28.61,0
5.171,0.497,-0.114,28.29,0
5.706,0.323,-0.075,28.14,0
6.953,0.592,-0.064,27.52,0
7.483,0.566,-0.066,27.44,0
8.916,0.456,-0.044,27.75,0
9.747,0.476,-0.044,27.6,0
10.159,0.296,-0.043,27.6,0
9.741,1.407,-0.109,27.68,0
8.841,1.348,-0.043,27.44,0
9.159,0.437,-0.06,26.83,0
9.075,0.566,-0.077,26.29,0
9.85,0.542,-0.105,25.91,0
10.863,0.418,-0.126,25.69,0
11.101,0.228,-0.116,25.53,0
11.256,0.352,-0.104,25.53,0
11.443,0.384,-0.115,25.61,0
11.983,0.352,-0.061,25.61,0
11.795,0.418,-0.066,25.46,0
11.242,0.352,-0.095,25.46,0
11.323,0.367,-0.097,25.23,0
11.473,0.384,-0.1,24.93,0
11.338,0.384,-0.098,24.63,0
11.473,0.4,-0.107,24.7,0
12.103,0.497,-0.078,25.08,0
4.537,1.469,-0.045,38.42,0
3.361,1.469,-0.156,38.25,0
5.505,1.133,0.071,39.18,0
4.358,1.672,-0.154,38.5,0
2.349,1.905,-0.32,38.17,0
4.334,1.235,0.043,37.41,0
3.866,1.039,-0.066,37.58,0
3.974,1.133,0.012,38.08,0
5.171,2.47,-0.11,38.93,0
4.447,1.183,-0.024,39.1,0
4.624,0.952,0.035,39.18,0
5.93,0.995,-0.098,38.67,0
2.878,1.905,-0.265,38.34,0
5.434,1.039,-0.126,37.91,0
3.644,0.801,-0.135,38.5,0
4.725,1.183,-0.079,38.5,0
5.995,1.29,-0.033,39.01,0
4.56,0.767,-0.064,38.76,0
2.871,1.235,-0.203,38.5,0
2.85,1.039,-0.226,39.1,0
2.044,0.801,-0.362,38.67,0
4.706,2.266,-0.083,38.34,0
6.754,1.235,-0.14,37.41,0
6.816,0.912,-0.083,37.16,0
7.684,0.873,-0.025,36.83,0
7.714,0.801,-0.041,36.08,0
8.191,0.767,-0.006,35,0
7.754,0.873,-0.006,34.84,0
2.134,0.873,-0.366,34.02,0
2.447,0.873,-0.246,34.27,0
1.758,0.873,-0.345,34.68,0
2.012,0.995,-0.347,35.25,0
2.672,0.836,-0.206,35.58,0
2.862,0.767,-0.095,35.66,0
1.627,1.133,-0.5,35.99,0
2.73,0.674,-0.032,36.49,0
1.089,0.873,-0.506,36.33,0
1,0.735,-0.389,36.49,0
1.958,1.133,-0.279,37.49,0
2.055,1.407,-0.361,36.99,0
1.382,1.085,-0.314,36.91,0
2.429,1.29,-0.3,37.16,0
2.03,1.534,-0.351,38,0
3.895,0.952,-0.007,37.83,0
3.708,1.989,-0.016,38.42,0
5.448,2.266,-0.072,38.25,0
5.318,1.183,-0.032,38.34,0
2.975,0.912,-0.101,37.66,0
3.809,2.077,-0.191,36.91,0
4.816,1.039,0.015,38.25,0
5.103,1.183,0.069,38.34,0
4.007,1.29,-0.053,37.66,0
2.367,1.407,-0.389,37.16,0
6.646,1.602,0,37.91,0
6.308,1.824,-0.065,37.91,0
5.06,1.348,-0.076,38.76,0
6.824,0.384,-0.061,19.42,0
6.03,0.542,-0.045,19.78,0
4.924,0.337,-0.057,19.28,0
5.018,0.352,-0.051,18.92,0
5.441,0.352,-0.039,18.92,0
5.291,0.384,-0.042,19.13,0
5.509,0.367,-0.043,19.35,0
5.938,0.367,-0.078,19.63,0
5.677,0.228,-0.056,19.63,0
6.222,0.384,-0.059,19.21,0
6.385,0.283,-0.055,18.99,0
6.3,0.296,-0.056,18.99,0
6.159,0.367,-0.053,19.92,0
6.037,0.384,-0.058,20.64,0
5.866,0.337,-0.042,21.23,0
5.854,0.337,-0.011,22.47,0
5.452,0.352,-0.011,22.99,0
4.612,0.836,-0.054,23.95,0
2.715,0.542,-0.166,24.93,0
2.535,0.592,-0.153,26.68,0
2.793,0.618,-0.134,28.37,0
3.436,0.704,-0.144,29.23,0
3.711,0.519,-0.151,29.86,0
3.944,0.542,-0.098,30.49,0
4.466,0.566,-0.081,30.73,0
